"","date","company_name","revenue"
"2160",2013-01-02,"020000704",47
"2161",2013-01-02,"020000705",28
"2162",2013-01-02,"020000706",26
"2163",2013-01-02,"020000707",34
"2164",2013-01-02,"020000708",66
"2165",2013-01-02,"020000709",66
"2166",2013-01-02,"020000710",15
"2167",2013-01-02,"020000711",51
"2168",2013-01-02,"020000712",50
"2169",2013-01-02,"020000713",71
"2170",2013-01-02,"020000714",11
"2171",2013-01-02,"020000715",44
"2172",2013-01-02,"020000716",29
"2173",2013-01-02,"020000717",80
"2174",2013-01-02,"020000718",57
"2175",2013-01-02,"020000719",54
"2176",2013-01-02,"020000720",54
"2177",2013-01-02,"020000721",75
"2178",2013-01-02,"020000722",53
"2179",2013-01-02,"020000723",7
"2180",2013-01-02,"020000724",0
"2181",2013-01-02,"020000725",66
"2182",2013-01-02,"020000726",32
"2183",2013-01-02,"020000727",39
"2184",2013-01-02,"020000728",40
"2185",2013-01-02,"020000729",44
"2186",2013-01-02,"020000730",20
"2187",2013-01-02,"020000731",66
"2188",2013-01-02,"020000732",13
"2189",2013-01-02,"020000733",29
"2190",2013-01-02,"020000734",51
"2191",2013-01-02,"020000735",8
"2192",2013-01-02,"020000736",39
"2193",2013-01-02,"020000737",61
"2194",2013-01-02,"020000738",33
"2195",2013-01-02,"020000739",52
"2196",2013-01-02,"020000740",29
"2197",2013-01-02,"020000741",38
"2198",2013-01-02,"020000742",10
"2199",2013-01-02,"020000743",37
"2200",2013-01-02,"020000744",63
"2201",2013-01-02,"020000745",8
"2202",2013-01-02,"020000746",46
"2203",2013-01-02,"020000747",35
"2204",2013-01-02,"020000748",37
"2205",2013-01-02,"020000749",19
"2206",2013-01-02,"020000750",65
"2207",2013-01-02,"020000751",39
"2208",2013-01-02,"020000752",14
"2209",2013-01-02,"020000753",50
"2210",2013-01-02,"020000754",25
"2211",2013-01-02,"020000755",49
"2212",2013-01-02,"020000756",48
"2213",2013-01-02,"020000757",24
"2214",2013-01-02,"020000758",74
"2215",2013-01-02,"020000759",12
"2216",2013-01-02,"020000760",48
"2217",2013-01-02,"020000761",98
"2218",2013-01-02,"020000762",65
"2219",2013-01-02,"020000763",69
"2220",2013-01-02,"020000764",39
"2221",2013-01-02,"020000765",62
"2222",2013-01-02,"020000766",97
"2223",2013-01-02,"020000767",38
"2224",2013-01-02,"020000768",50
"2225",2013-01-02,"020000769",44
"2226",2013-01-02,"020000770",76
"2227",2013-01-02,"020000771",29
"2228",2013-01-02,"020000772",69
"2229",2013-01-02,"020000773",18
"2230",2013-01-02,"020000774",63
"2231",2013-01-02,"020000775",61
"2232",2013-01-02,"020000776",49
"2233",2013-01-02,"020000777",37
"2234",2013-01-02,"020000778",47
"2235",2013-01-02,"020000779",52
"2236",2013-01-02,"020000780",31
"2237",2013-01-02,"020000781",45
"2238",2013-01-02,"020000782",19
"2239",2013-01-02,"020000783",16
"2240",2013-01-02,"020000784",41
"2241",2013-01-02,"020000785",47
"2242",2013-01-02,"020000786",23
"2243",2013-01-02,"020000787",26
"2244",2013-01-02,"020000788",38
"2245",2013-01-02,"020000789",52
"2246",2013-01-02,"020000790",70
"2247",2013-01-02,"020000791",68
"2248",2013-01-02,"020000792",23
"2249",2013-01-02,"020000793",22
"2250",2013-01-02,"020000794",78
"2251",2013-01-02,"020000795",-1
"2252",2013-01-02,"020000796",50
"2253",2013-01-02,"020000797",65
"2254",2013-01-02,"020000798",74
"2255",2013-01-02,"020000799",43
"2256",2013-01-02,"020000800",54
"2257",2013-01-02,"020000801",63
"2258",2013-01-02,"020000802",72
"2259",2013-01-02,"020000803",27
"2260",2013-01-02,"020000804",13
"2261",2013-01-02,"020000805",40
"2262",2013-01-02,"020000806",35
"2263",2013-01-02,"020000807",22
"2264",2013-01-02,"020000808",36
"2265",2013-01-02,"020000809",27
"2266",2013-01-02,"020000810",-2
"2267",2013-01-02,"020000811",8
"2268",2013-01-02,"020000812",66
"2269",2013-01-02,"020000813",29
"2270",2013-01-02,"020000814",62
"2271",2013-01-02,"020000815",29
"2272",2013-01-02,"020000816",72
"2273",2013-01-02,"020000817",38
"2274",2013-01-02,"020000818",92
"2275",2013-01-02,"020000819",9
"2276",2013-01-02,"020000820",60
"2277",2013-01-02,"020000821",46
"2278",2013-01-02,"020000822",34
"2279",2013-01-02,"020000823",77
"2280",2013-01-02,"020000824",32
"2281",2013-01-02,"020000825",59
"2282",2013-01-02,"020000826",33
"2283",2013-01-02,"020000827",18
"2284",2013-01-02,"020000828",35
"2285",2013-01-02,"020000829",31
"2286",2013-01-02,"020000830",33
"2287",2013-01-02,"020000831",52
"2288",2013-01-02,"020000832",22
"2289",2013-01-02,"020000833",31
"2290",2013-01-02,"020000834",34
"2291",2013-01-02,"020000835",43
"2292",2013-01-02,"020000836",52
"2293",2013-01-02,"020000837",54
"2294",2013-01-02,"020000838",56
"2295",2013-01-02,"020000839",25
"2296",2013-01-02,"020000840",21
"2297",2013-01-02,"020000841",28
"2298",2013-01-02,"020000842",65
"2299",2013-01-02,"020000843",28
"2300",2013-01-02,"020000844",74
"2301",2013-01-02,"020000845",48
"2302",2013-01-02,"020000846",46
"2303",2013-01-02,"020000847",20
"2304",2013-01-02,"020000848",62
"2305",2013-01-02,"020000849",36
"2306",2013-01-02,"020000850",50
"2307",2013-01-02,"020000851",35
"2308",2013-01-02,"020000852",8
"2309",2013-01-02,"020000853",41
"2310",2013-01-02,"020000854",40
"2311",2013-01-02,"020000855",9
"2312",2013-01-02,"020000856",36
"2313",2013-01-02,"020000857",45
"2314",2013-01-02,"020000858",79
"2315",2013-01-02,"020000859",70
"2316",2013-01-02,"020000860",39
"2317",2013-01-02,"020000861",33
"2318",2013-01-02,"020000862",24
"2319",2013-01-02,"020000863",1
"2320",2013-01-02,"020000864",27
"2321",2013-01-02,"020000865",35
"2322",2013-01-02,"020000866",48
"2323",2013-01-02,"020000867",-3
"2324",2013-01-02,"020000868",52
"2325",2013-01-02,"020000869",39
"2326",2013-01-02,"020000870",30
"2327",2013-01-02,"020000871",59
"2328",2013-01-02,"020000872",32
"2329",2013-01-02,"020000873",56
"2330",2013-01-02,"020000874",30
"2331",2013-01-02,"020000875",38
"2332",2013-01-02,"020000876",69
"2333",2013-01-02,"020000877",39
"2334",2013-01-02,"020000878",73
"2335",2013-01-02,"020000879",67
"2336",2013-01-02,"020000880",34
"2337",2013-01-02,"020000881",53
"2338",2013-01-02,"020000882",51
"2339",2013-01-02,"020000883",23
"2340",2013-01-02,"020000884",18
"2341",2013-01-02,"020000885",33
"2342",2013-01-02,"020000886",24
"2343",2013-01-02,"020000887",28
"2344",2013-01-02,"020000888",43
"2345",2013-01-02,"020000889",25
"2346",2013-01-02,"020000890",50
"2347",2013-01-02,"020000891",22
"2348",2013-01-02,"020000892",32
"2349",2013-01-02,"020000893",20
"2350",2013-01-02,"020000894",28
"2351",2013-01-02,"020000895",28
"2352",2013-01-02,"020000896",30
"2353",2013-01-02,"020000897",36
"2354",2013-01-02,"020000898",45
"2355",2013-01-02,"020000899",0
"2356",2013-01-02,"020000900",57
"2357",2013-01-02,"020000901",26
"2358",2013-01-02,"020000902",60
"2359",2013-01-02,"020000903",35
"2360",2013-01-02,"020000904",35
"2361",2013-01-02,"020000905",-7
"2362",2013-01-02,"020000906",24
"2363",2013-01-02,"020000907",66
"2364",2013-01-02,"020000908",36
"2365",2013-01-02,"020000909",-24
"2366",2013-01-02,"020000910",61
"2367",2013-01-02,"020000911",19
"2368",2013-01-02,"020000912",46
"2369",2013-01-02,"020000913",30
"2370",2013-01-02,"020000914",45
"2371",2013-01-02,"020000915",20
"2372",2013-01-02,"020000916",40
"2373",2013-01-02,"020000917",28
"2374",2013-01-02,"020000918",71
"2375",2013-01-02,"020000919",38
"2376",2013-01-02,"020000920",22
"2377",2013-01-02,"020000921",48
"2378",2013-01-02,"020000922",40
"2379",2013-01-02,"020000923",18
"2380",2013-01-02,"020000924",61
"2381",2013-01-02,"020000925",4
"2382",2013-01-02,"020000926",31
"2383",2013-01-02,"020000927",33
"2384",2013-01-02,"020000928",35
"2385",2013-01-02,"020000929",7
"2386",2013-01-02,"020000930",65
"2387",2013-01-02,"020000931",52
"2388",2013-01-02,"020000932",26
"2389",2013-01-02,"020000933",48
"2390",2013-01-02,"020000934",38
"2391",2013-01-02,"020000935",59
"2392",2013-01-02,"020000936",18
"2393",2013-01-02,"020000937",14
"2394",2013-01-02,"020000938",24
"2395",2013-01-02,"020000939",58
"2396",2013-01-02,"020000940",29
"2397",2013-01-02,"020000941",69
"2398",2013-01-02,"020000942",36
"2399",2013-01-02,"020000943",6
"2400",2013-01-02,"020000944",15
"2401",2013-01-02,"020000945",78
"2402",2013-01-02,"020000946",41
"2403",2013-01-02,"020000947",2
"2404",2013-01-02,"020000948",11
"2405",2013-01-02,"020000949",58
"2406",2013-01-02,"020000950",44
"2407",2013-01-02,"020000951",30
"2408",2013-01-02,"020000952",58
"2409",2013-01-02,"020000953",27
"2410",2013-01-02,"020000954",48
"2411",2013-01-02,"020000955",65
"2412",2013-01-02,"020000956",49
"2413",2013-01-02,"020000957",54
"2414",2013-01-02,"020000958",32
"2415",2013-01-02,"020000959",53
"2416",2013-01-02,"020000960",24
"2417",2013-01-02,"020000961",96
"2418",2013-01-02,"020000962",52
"2419",2013-01-02,"020000963",29
"2420",2013-01-02,"020000964",28
"2421",2013-01-02,"020000965",41
"2422",2013-01-02,"020000966",29
"2423",2013-01-02,"020000967",10
"2424",2013-01-02,"020000968",76
"2425",2013-01-02,"020000969",72
"2426",2013-01-02,"020000970",66
"2427",2013-01-02,"020000971",11
"2428",2013-01-02,"020000972",25
"2429",2013-01-02,"020000973",83
"2430",2013-01-02,"020000974",4
"2431",2013-01-02,"020000975",105
"2432",2013-01-02,"020000976",57
"2433",2013-01-02,"020000977",45
"2434",2013-01-02,"020000978",24
"2435",2013-01-02,"020000979",12
"2436",2013-01-02,"020000980",39
"2437",2013-01-02,"020000981",47
"2438",2013-01-02,"020000982",73
"2439",2013-01-02,"020000983",30
"2440",2013-01-02,"020000984",27
"2441",2013-01-02,"020000985",66
"2442",2013-01-02,"020000986",5
"2443",2013-01-02,"020000987",38
"2444",2013-01-02,"020000988",28
"2445",2013-01-02,"020000989",43
"2446",2013-01-02,"020000990",56
"2447",2013-01-02,"020000991",15
"2448",2013-01-02,"020000992",38
"2449",2013-01-02,"020000993",17
"2450",2013-01-02,"020000994",83
"2451",2013-01-02,"020000995",62
"2452",2013-01-02,"020000996",12
"2453",2013-01-02,"020000997",58
"2454",2013-01-02,"020000998",31
"2455",2013-01-02,"020000999",36
"2456",2013-01-02,"020001000",49
"2457",2013-01-03,"010000192",37
"2458",2013-01-03,"010000193",34
"2459",2013-01-03,"010000194",49
"2460",2013-01-03,"010000195",29
"2461",2013-01-03,"010000197",44
"2462",2013-01-03,"010000198",31
"2463",2013-01-03,"010000200",18
"2464",2013-01-03,"010000204",23
"2465",2013-01-03,"010000205",29
"2466",2013-01-03,"010000206",16
"2467",2013-01-03,"010000207",29
"2468",2013-01-03,"010000208",67
"2469",2013-01-03,"010000212",11
"2470",2013-01-03,"010000214",47
"2471",2013-01-03,"010000218",58
"2472",2013-01-03,"010000219",1
"2473",2013-01-03,"010000220",9
"2474",2013-01-03,"010000225",33
"2475",2013-01-03,"010000227",38
"2476",2013-01-03,"010000230",25
"2477",2013-01-03,"010000231",22
"2478",2013-01-03,"010000233",47
"2479",2013-01-03,"010000234",41
"2480",2013-01-03,"010000235",60
"2481",2013-01-03,"010000236",43
"2482",2013-01-03,"010000238",25
"2483",2013-01-03,"010000240",35
"2484",2013-01-03,"010000241",50
"2485",2013-01-03,"010000243",3
"2486",2013-01-03,"010000245",45
"2487",2013-01-03,"010000246",42
"2488",2013-01-03,"010000248",29
"2489",2013-01-03,"010000251",33
"2490",2013-01-03,"010000252",45
"2491",2013-01-03,"010000255",50
"2492",2013-01-03,"010000256",5
"2493",2013-01-03,"010000257",26
"2494",2013-01-03,"010000258",17
"2495",2013-01-03,"010000259",26
"2496",2013-01-03,"010000260",34
"2497",2013-01-03,"010000265",55
"2498",2013-01-03,"010000266",38
"2499",2013-01-03,"010000268",86
"2500",2013-01-03,"010000271",56
"2501",2013-01-03,"010000273",32
"2502",2013-01-03,"010000275",65
"2503",2013-01-03,"010000280",12
"2504",2013-01-03,"010000282",11
"2505",2013-01-03,"010000285",70
"2506",2013-01-03,"010000288",12
"2507",2013-01-03,"010000294",55
"2508",2013-01-03,"010000295",0
"2509",2013-01-03,"010000296",44
"2510",2013-01-03,"010000297",10
"2511",2013-01-03,"010000299",48
"2512",2013-01-03,"010000300",53
"2513",2013-01-03,"010000302",66
"2514",2013-01-03,"010000305",51
"2515",2013-01-03,"010000311",48
"2516",2013-01-03,"010000312",6
"2517",2013-01-03,"010000313",6
"2518",2013-01-03,"010000315",34
"2519",2013-01-03,"010000316",47
"2520",2013-01-03,"010000318",57
"2521",2013-01-03,"010000319",27
"2522",2013-01-03,"010000323",17
"2523",2013-01-03,"010000324",42
"2524",2013-01-03,"010000326",22
"2525",2013-01-03,"010000329",21
"2526",2013-01-03,"010000331",59
"2527",2013-01-03,"010000334",68
"2528",2013-01-03,"010000335",32
"2529",2013-01-03,"010000337",27
"2530",2013-01-03,"010000338",6
"2531",2013-01-03,"010000339",2
"2532",2013-01-03,"010000341",39
"2533",2013-01-03,"010000342",16
"2534",2013-01-03,"010000343",59
"2535",2013-01-03,"010000346",6
"2536",2013-01-03,"010000349",-15
"2537",2013-01-03,"010000351",1
"2538",2013-01-03,"010000352",29
"2539",2013-01-03,"010000353",20
"2540",2013-01-03,"010000354",34
"2541",2013-01-03,"010000356",22
"2542",2013-01-03,"010000357",59
"2543",2013-01-03,"010000359",19
"2544",2013-01-03,"010000360",25
"2545",2013-01-03,"010000363",29
"2546",2013-01-03,"010000364",19
"2547",2013-01-03,"010000365",35
"2548",2013-01-03,"010000366",28
"2549",2013-01-03,"010000369",43
"2550",2013-01-03,"010000372",38
"2551",2013-01-03,"010000375",26
"2552",2013-01-03,"010000377",5
"2553",2013-01-03,"010000379",25
"2554",2013-01-03,"010000381",75
"2555",2013-01-03,"010000382",39
"2556",2013-01-03,"010000385",22
"2557",2013-01-03,"010000386",9
"2558",2013-01-03,"010000387",69
"2559",2013-01-03,"010000389",21
"2560",2013-01-03,"010000391",43
"2561",2013-01-03,"010000394",-5
"2562",2013-01-03,"010000398",37
"2563",2013-01-03,"010000399",25
"2564",2013-01-03,"010000401",21
"2565",2013-01-03,"010000414",43
"2566",2013-01-03,"010000416",69
"2567",2013-01-03,"010000418",3
"2568",2013-01-03,"010000419",-6
"2569",2013-01-03,"010000420",76
"2570",2013-01-03,"010000421",51
"2571",2013-01-03,"010000423",25
"2572",2013-01-03,"010000424",67
"2573",2013-01-03,"010000427",37
"2574",2013-01-03,"010000428",25
"2575",2013-01-03,"010000430",29
"2576",2013-01-03,"010000433",31
"2577",2013-01-03,"010000436",60
"2578",2013-01-03,"010000437",53
"2579",2013-01-03,"010000438",-6
"2580",2013-01-03,"010000439",24
"2581",2013-01-03,"010000441",64
"2582",2013-01-03,"010000442",62
"2583",2013-01-03,"010000445",13
"2584",2013-01-03,"010000446",34
"2585",2013-01-03,"010000449",4
"2586",2013-01-03,"010000451",65
"2587",2013-01-03,"010000454",35
"2588",2013-01-03,"010000457",16
"2589",2013-01-03,"010000459",45
"2590",2013-01-03,"010000460",38
"2591",2013-01-03,"010000462",37
"2592",2013-01-03,"010000463",32
"2593",2013-01-03,"010000464",9
"2594",2013-01-03,"010000465",32
"2595",2013-01-03,"010000466",26
"2596",2013-01-03,"010000469",37
"2597",2013-01-03,"010000470",50
"2598",2013-01-03,"010000471",27
"2599",2013-01-03,"010000472",18
"2600",2013-01-03,"010000473",57
"2601",2013-01-03,"010000476",54
"2602",2013-01-03,"010000477",38
"2603",2013-01-03,"010000479",68
"2604",2013-01-03,"010000480",8
"2605",2013-01-03,"010000483",33
"2606",2013-01-03,"010000485",44
"2607",2013-01-03,"010000486",48
"2608",2013-01-03,"010000488",28
"2609",2013-01-03,"010000489",35
"2610",2013-01-03,"010000490",65
"2611",2013-01-03,"010000491",28
"2612",2013-01-03,"010000492",24
"2613",2013-01-03,"010000494",13
"2614",2013-01-03,"010000495",27
"2615",2013-01-03,"010000497",42
"2616",2013-01-03,"010000498",33
"2617",2013-01-03,"010000500",17
"2618",2013-01-03,"010000502",44
"2619",2013-01-03,"010000503",27
"2620",2013-01-03,"010000508",27
"2621",2013-01-03,"010000509",32
"2622",2013-01-03,"010000510",26
"2623",2013-01-03,"010000514",22
"2624",2013-01-03,"010000516",60
"2625",2013-01-03,"010000517",18
"2626",2013-01-03,"010000519",21
"2627",2013-01-03,"010000522",33
"2628",2013-01-03,"010000524",38
"2629",2013-01-03,"010000527",9
"2630",2013-01-03,"010000529",57
"2631",2013-01-03,"010000537",42
"2632",2013-01-03,"010000539",52
"2633",2013-01-03,"010000543",48
"2634",2013-01-03,"010000545",44
"2635",2013-01-03,"010000547",49
"2636",2013-01-03,"010000548",15
"2637",2013-01-03,"010000551",4
"2638",2013-01-03,"010000553",39
"2639",2013-01-03,"010000554",55
"2640",2013-01-03,"010000555",18
"2641",2013-01-03,"010000556",52
"2642",2013-01-03,"010000557",45
"2643",2013-01-03,"010000560",36
"2644",2013-01-03,"010000562",54
"2645",2013-01-03,"010000568",103
"2646",2013-01-03,"010000569",-4
"2647",2013-01-03,"010000570",29
"2648",2013-01-03,"010000571",44
"2649",2013-01-03,"010000573",48
"2650",2013-01-03,"010000574",59
"2651",2013-01-03,"010000575",25
"2652",2013-01-03,"010000576",46
"2653",2013-01-03,"010000577",44
"2654",2013-01-03,"010000579",10
"2655",2013-01-03,"010000581",52
"2656",2013-01-03,"010000582",29
"2657",2013-01-03,"010000583",26
"2658",2013-01-03,"010000586",50
"2659",2013-01-03,"010000587",58
"2660",2013-01-03,"010000588",35
"2661",2013-01-03,"010000589",31
"2662",2013-01-03,"010000590",58
"2663",2013-01-03,"010000594",48
"2664",2013-01-03,"010000596",15
"2665",2013-01-03,"010000599",-13
"2666",2013-01-03,"010000600",18
"2667",2013-01-03,"010000605",40
"2668",2013-01-03,"010000608",33
"2669",2013-01-03,"010000609",48
"2670",2013-01-03,"010000617",32
"2671",2013-01-03,"010000618",75
"2672",2013-01-03,"010000619",50
"2673",2013-01-03,"010000620",-12
"2674",2013-01-03,"010000621",46
"2675",2013-01-03,"010000623",14
"2676",2013-01-03,"010000624",69
"2677",2013-01-03,"010000632",14
"2678",2013-01-03,"010000633",28
"2679",2013-01-03,"010000640",64
"2680",2013-01-03,"010000641",5
"2681",2013-01-03,"010000645",26
"2682",2013-01-03,"010000646",5
"2683",2013-01-03,"010000649",5
"2684",2013-01-03,"010000651",6
"2685",2013-01-03,"010000662",29
"2686",2013-01-03,"010000664",42
"2687",2013-01-03,"010000667",43
"2688",2013-01-03,"010000670",61
"2689",2013-01-03,"010000672",29
"2690",2013-01-03,"010000674",9
"2691",2013-01-03,"010000679",54
"2692",2013-01-03,"010000683",14
"2693",2013-01-03,"010000684",43
"2694",2013-01-03,"010000685",26
"2695",2013-01-03,"010000690",33
"2696",2013-01-03,"010000691",22
"2697",2013-01-03,"010000692",47
"2698",2013-01-03,"010000695",16
"2699",2013-01-03,"010000698",38
"2700",2013-01-03,"010000699",39
"2701",2013-01-03,"010000701",71
"2702",2013-01-03,"010000702",46
"2703",2013-01-03,"010000703",39
"2704",2013-01-03,"010000705",15
"2705",2013-01-03,"010000706",-2
"2706",2013-01-03,"010000707",20
"2707",2013-01-03,"010000710",41
"2708",2013-01-03,"010000712",8
"2709",2013-01-03,"010000713",22
"2710",2013-01-03,"010000715",42
"2711",2013-01-03,"010000717",65
"2712",2013-01-03,"010000719",50
"2713",2013-01-03,"010000720",31
"2714",2013-01-03,"010000722",36
"2715",2013-01-03,"010000723",8
"2716",2013-01-03,"010000724",39
"2717",2013-01-03,"010000725",65
"2718",2013-01-03,"010000727",11
"2719",2013-01-03,"010000728",8
"2720",2013-01-03,"010000731",36
"2721",2013-01-03,"010000732",24
"2722",2013-01-03,"010000735",45
"2723",2013-01-03,"010000736",3
"2724",2013-01-03,"010000739",26
"2725",2013-01-03,"010000740",11
"2726",2013-01-03,"010000742",38
"2727",2013-01-03,"010000743",47
"2728",2013-01-03,"010000744",-11
"2729",2013-01-03,"010000746",49
"2730",2013-01-03,"010000747",32
"2731",2013-01-03,"010000748",36
"2732",2013-01-03,"010000751",55
"2733",2013-01-03,"010000754",33
"2734",2013-01-03,"010000755",45
"2735",2013-01-03,"010000760",16
"2736",2013-01-03,"010000761",45
"2737",2013-01-03,"010000762",45
"2738",2013-01-03,"010000763",20
"2739",2013-01-03,"010000764",14
"2740",2013-01-03,"010000768",61
"2741",2013-01-03,"010000769",24
"2742",2013-01-03,"010000770",41
"2743",2013-01-03,"010000772",62
"2744",2013-01-03,"010000774",20
"2745",2013-01-03,"010000778",-9
"2746",2013-01-03,"010000779",53
"2747",2013-01-03,"010000781",-31
"2748",2013-01-03,"010000784",47
"2749",2013-01-03,"010000786",1
"2750",2013-01-03,"010000789",43
"2751",2013-01-03,"010000790",40
"2752",2013-01-03,"010000794",-5
"2753",2013-01-03,"010000797",6
"2754",2013-01-03,"010000798",46
"2755",2013-01-03,"010000802",24
"2756",2013-01-03,"010000804",18
"2757",2013-01-03,"010000811",25
"2758",2013-01-03,"010000813",17
"2759",2013-01-03,"010000815",25
"2760",2013-01-03,"010000816",54
"2761",2013-01-03,"010000818",26
"2762",2013-01-03,"010000819",-3
"2763",2013-01-03,"010000820",9
"2764",2013-01-03,"010000823",33
"2765",2013-01-03,"010000826",49
"2766",2013-01-03,"010000829",37
"2767",2013-01-03,"010000831",54
"2768",2013-01-03,"010000833",32
"2769",2013-01-03,"010000834",41
"2770",2013-01-03,"010000839",25
"2771",2013-01-03,"010000841",-6
"2772",2013-01-03,"010000843",38
"2773",2013-01-03,"010000844",52
"2774",2013-01-03,"010000846",17
"2775",2013-01-03,"010000847",55
"2776",2013-01-03,"010000849",62
"2777",2013-01-03,"010000850",0
"2778",2013-01-03,"010000852",-2
"2779",2013-01-03,"010000857",27
"2780",2013-01-03,"010000859",27
"2781",2013-01-03,"010000861",31
"2782",2013-01-03,"010000863",47
"2783",2013-01-03,"010000864",21
"2784",2013-01-03,"010000866",53
"2785",2013-01-03,"010000869",43
"2786",2013-01-03,"010000870",22
"2787",2013-01-03,"010000872",6
"2788",2013-01-03,"010000873",24
"2789",2013-01-03,"010000874",72
"2790",2013-01-03,"010000880",36
"2791",2013-01-03,"010000882",40
"2792",2013-01-03,"010000884",6
"2793",2013-01-03,"010000886",14
"2794",2013-01-03,"010000889",38
"2795",2013-01-03,"010000892",42
"2796",2013-01-03,"010000896",21
"2797",2013-01-03,"010000898",34
"2798",2013-01-03,"010000899",51
"2799",2013-01-03,"010000901",12
"2800",2013-01-03,"010000902",11
"2801",2013-01-03,"010000905",44
"2802",2013-01-03,"010000906",-11
"2803",2013-01-03,"010000908",21
"2804",2013-01-03,"010000910",23
"2805",2013-01-03,"010000913",34
"2806",2013-01-03,"010000915",44
"2807",2013-01-03,"010000919",33
"2808",2013-01-03,"010000920",39
"2809",2013-01-03,"010000921",12
"2810",2013-01-03,"010000922",65
"2811",2013-01-03,"010000923",20
"2812",2013-01-03,"010000925",44
"2813",2013-01-03,"010000927",22
"2814",2013-01-03,"010000928",51
"2815",2013-01-03,"010000929",68
"2816",2013-01-03,"010000932",0
"2817",2013-01-03,"010000937",51
"2818",2013-01-03,"010000938",11
"2819",2013-01-03,"010000939",37
"2820",2013-01-03,"010000940",-10
"2821",2013-01-03,"010000941",20
"2822",2013-01-03,"010000942",23
"2823",2013-01-03,"010000943",43
"2824",2013-01-03,"010000945",45
"2825",2013-01-03,"010000946",37
"2826",2013-01-03,"010000948",41
"2827",2013-01-03,"010000949",29
"2828",2013-01-03,"010000950",38
"2829",2013-01-03,"010000951",33
"2830",2013-01-03,"010000952",46
"2831",2013-01-03,"010000955",33
"2832",2013-01-03,"010000957",29
"2833",2013-01-03,"010000962",26
"2834",2013-01-03,"010000963",2
"2835",2013-01-03,"010000966",51
"2836",2013-01-03,"010000968",8
"2837",2013-01-03,"010000970",25
"2838",2013-01-03,"010000972",44
"2839",2013-01-03,"010000973",41
"2840",2013-01-03,"010000975",49
"2841",2013-01-03,"010000982",28
"2842",2013-01-03,"010000983",61
"2843",2013-01-03,"010000984",47
"2844",2013-01-03,"010000987",59
"2845",2013-01-03,"010000989",77
"2846",2013-01-03,"010000990",23
"2847",2013-01-03,"010000991",14
"2848",2013-01-03,"010000992",7
"2849",2013-01-03,"010000993",43
"2850",2013-01-03,"010000995",49
"2851",2013-01-03,"010000996",18
"2852",2013-01-03,"010000999",27
"2853",2013-01-03,"020000101",53
"2854",2013-01-03,"020000102",52
"2855",2013-01-03,"020000103",23
"2856",2013-01-03,"020000104",18
"2857",2013-01-03,"020000105",55
"2858",2013-01-03,"020000106",44
"2859",2013-01-03,"020000107",47
"2860",2013-01-03,"020000108",52
"2861",2013-01-03,"020000109",34
"2862",2013-01-03,"020000110",48
"2863",2013-01-03,"020000111",56
"2864",2013-01-03,"020000115",70
"2865",2013-01-03,"020000117",27
"2866",2013-01-03,"020000118",54
"2867",2013-01-03,"020000119",55
"2868",2013-01-03,"020000120",44
"2869",2013-01-03,"020000121",54
"2870",2013-01-03,"020000122",56
"2871",2013-01-03,"020000123",69
"2872",2013-01-03,"020000124",36
"2873",2013-01-03,"020000126",32
"2874",2013-01-03,"020000127",22
"2875",2013-01-03,"020000128",29
"2876",2013-01-03,"020000129",59
"2877",2013-01-03,"020000130",23
"2878",2013-01-03,"020000131",9
"2879",2013-01-03,"020000132",40
"2880",2013-01-03,"020000133",39
"2881",2013-01-03,"020000134",46
"2882",2013-01-03,"020000135",40
"2883",2013-01-03,"020000136",26
"2884",2013-01-03,"020000137",33
"2885",2013-01-03,"020000138",26
"2886",2013-01-03,"020000141",27
"2887",2013-01-03,"020000142",8
"2888",2013-01-03,"020000145",47
"2889",2013-01-03,"020000149",65
"2890",2013-01-03,"020000152",71
"2891",2013-01-03,"020000153",-23
"2892",2013-01-03,"020000154",11
"2893",2013-01-03,"020000155",57
"2894",2013-01-03,"020000156",17
"2895",2013-01-03,"020000157",79
"2896",2013-01-03,"020000158",24
"2897",2013-01-03,"020000159",85
"2898",2013-01-03,"020000160",33
"2899",2013-01-03,"020000161",27
"2900",2013-01-03,"020000162",49
"2901",2013-01-03,"020000163",47
"2902",2013-01-03,"020000164",20
"2903",2013-01-03,"020000165",24
"2904",2013-01-03,"020000166",68
"2905",2013-01-03,"020000167",56
"2906",2013-01-03,"020000168",8
"2907",2013-01-03,"020000169",39
"2908",2013-01-03,"020000170",24
"2909",2013-01-03,"020000171",44
"2910",2013-01-03,"020000172",25
"2911",2013-01-03,"020000174",51
"2912",2013-01-03,"020000175",60
"2913",2013-01-03,"020000177",63
"2914",2013-01-03,"020000178",54
"2915",2013-01-03,"020000179",61
"2916",2013-01-03,"020000180",49
"2917",2013-01-03,"020000181",82
"2918",2013-01-03,"020000182",72
"2919",2013-01-03,"020000183",39
"2920",2013-01-03,"020000184",36
"2921",2013-01-03,"020000186",21
"2922",2013-01-03,"020000188",64
"2923",2013-01-03,"020000190",21
"2924",2013-01-03,"020000191",67
"2925",2013-01-03,"020000192",27
"2926",2013-01-03,"020000194",26
"2927",2013-01-03,"020000195",-5
"2928",2013-01-03,"020000196",35
"2929",2013-01-03,"020000197",82
"2930",2013-01-03,"020000198",23
"2931",2013-01-03,"020000200",42
"2932",2013-01-03,"020000201",28
"2933",2013-01-03,"020000205",43
"2934",2013-01-03,"020000206",41
